numeric_feature1,numeric_feature2,price
50.01845230036224,18.477615611442815,317.51157379258666
54.481183062627046,15.500361962007023,358.1798205377892
45.88793216956674,20.820263978561112,351.643757982121
36.64112241864089,31.22378313243025,383.514665188564
43.17993822242416,15.841384092939592,346.32690127390515
35.125301675053066,16.88028206778047,319.4662248316346
50.90215403896158,21.027019730323495,334.9380226247157
70.10322868331801,22.46506645706178,388.8615867299058
42.61690222173006,19.117969670471208,339.7783361986221
40.6928765027009,18.970348348733918,296.6301229342538
57.347630752777974,23.51231477560272,389.35635836339725
55.35330512240091,22.599538185169493,395.8521558331541
51.58121373496848,14.831620839631556,296.0257983793515
36.042979329376934,19.60409340692079,263.9497959365452
49.5612226630509,20.17643424330737,354.7518196124341
60.42954791687431,14.727576889754449,355.8142459916611
29.83678179072377,21.299195503371816,291.09026146139195
43.13576358439673,15.71021761411728,308.72907409918093
21.481658902987338,24.860333539585213,271.5363322595425
30.656933903225358,20.96372956302536,266.51956137936077
22.373974433124015,20.446532428845252,266.02148842599183
46.47363303387978,17.04485823571863,305.21101645924466
30.98830277834445,19.40695088061153,257.1300362898688
54.06896538232552,10.011268535464726,322.37686025216567
52.351266299363374,14.342962647384708,327.5406395665701
47.196035830550684,21.814198995943773,358.7896732040272
12.248604337692306,9.357164790889277,163.74573813900457
41.91960656230045,24.233042607405817,333.7628568871973
49.27248581898392,11.269517623130456,284.1841850282007
51.699634790049615,23.783692513321338,356.28452959559456
27.047963517419095,15.77251483560338,263.91462308526224
42.83370085949104,23.894955421712307,332.31638736033574
35.32221382915041,20.654756037924,316.3617474534767
37.86744140861601,12.315825298542556,281.9765692269251
65.91347935079118,26.245743747792275,469.47237652893693
37.88697987002155,27.208535777613058,321.84783758079374
49.51217442581719,19.670975469998965,364.6494481841473
63.26584801074761,18.630418639138398,381.1598779901665
41.24599350885047,19.20066517014682,319.4607117746656
48.3244707562376,15.124238386106269,291.59732776111196
51.65696214874221,25.492933798784588,373.2316791856565
50.95672661382593,17.285540341349066,354.1618268171022
31.6241626037346,19.744047936541616,291.94316005356575
51.142103455655125,16.033517983984783,335.2149876951146
70.38235132612306,16.869634501399013,389.6808928733534
26.792829828072765,13.611374241744148,271.52675563266473
62.89074032032397,26.285346568571963,419.6695024629618
51.79031038544872,19.229562133969935,307.5104283765546
40.37794408839168,24.829608093644044,331.44042172390544
80.00624819513635,20.066622984566298,400.9759273666357
61.43389568127068,16.527982361485527,301.91283054130884
32.01066646842165,18.366573699988738,277.2625609097624
51.11774343157195,17.198844747485502,366.01865103419783
58.65034375505278,20.03979549592457,377.09240686739304
47.16826811973876,18.12366580161522,308.6722192191928
60.243654007928086,18.50039142029101,354.41892176119086
49.002240197758766,13.107126579320433,335.15461809487863
60.00871341251492,15.965770361894396,363.0075245149861
71.57783887484229,28.27028774400215,457.0449401757787
39.865066234915204,16.643833918741414,301.7451325216915
53.04707915584414,14.729531061882536,333.55689800805203
43.05038635192378,21.686631662875154,353.69243030902305
51.90902616838746,27.03636099778266,401.96022944119716
32.1920820822479,12.72987848759396,264.5397326852034
41.310476052459904,18.957390758743646,297.8610147992977
47.05706040793255,16.83973723032546,335.5920426736195
63.48145808150612,11.194902628362986,332.7339458264834
67.17833011181199,23.674633546291957,441.7850715849053
30.147083112736176,19.882780407225777,264.43413493985486
38.08036451019426,20.357209221463027,313.27472011238615
59.70355133860133,16.238442637772053,360.15570147883886
20.113703237382584,22.27392081498458,245.21780277418793
43.052452025714494,17.303513252563395,350.11435521709006
48.540696114948666,19.285483957516195,371.25764347761805
68.8552246593023,14.458696039092434,369.5874789411874
60.34105850856133,13.919486198959024,366.05502983176956
45.091798696667034,26.677659276500112,376.2372138659059
44.47136158850061,17.464476477307624,268.4652778851348
46.24706899223113,21.45840178177901,351.0411762111402
72.8529410068424,19.83104782616314,416.48718055467793
43.579625861406996,17.79427398618908,321.37459458465696
45.44479417452906,17.4601951483139,302.0978598686131
55.28883600927898,23.150412957227932,376.23163188956846
48.188443323703176,18.49066197733045,333.4534645901158
47.040736580514164,19.24278175914354,361.09800288150655
33.288992852734154,20.111107785972397,307.1110586958847
49.827177979421776,25.88254160126001,378.7831413405121
43.34628165538371,23.40255487316569,377.6310192901984
67.49191664285334,21.913001338639965,400.9357980264869
59.79632754051745,17.182143033233793,357.5110916902137
49.63784580485102,13.090156399967672,278.0292191876102
60.025715349010156,24.747649658676508,435.1975112660852
44.90195672430276,24.83223567110438,378.15369589231875
65.78189537640421,19.296458004383297,412.16493704136326
49.9190065899256,22.70941920801759,376.6820847388035
58.75073531270621,23.907215269427024,397.99125403852685
30.636601320147694,24.15592226332491,316.9991940607142
55.200200733176445,24.606917366232352,383.59505722534493
24.676938239501876,17.721911746694335,258.56836493751837
19.470065825901017,27.574864913323587,297.37059427859487
